财务分类,项目编码,项目名称,项目内涵,除外内容,计价单位,说明,一档价格,二档价格,三档价格,四档价格
,1,一、综合医疗服务类,,,,"1.本类包括一般医疗服务、一般检查治疗、社区卫生及预防保健项目和其它医疗服务项目，本类编码为100000000。
2.有下列情况之一者不另收诊查费：①由医生指定在医院内换号诊断；②取化验及各种检查结果；③病人一次门诊医生开多张处方，多种检查，多次治疗单，检查治疗科室不得要求病人另交纳诊查费。
3.多科室共同使用的医疗服务项目列入本类之中，如护理、抢救、注射、换药等等。
4.患者结算时，门诊医药费用清单和住院病人医药费用明细清单不得另外收费。
5.门诊拆线不得另收诊查费。
6.门诊患者因病情需要，在院外使用的一次性材料（碘伏帽、胰岛素注射针头、造瘘管、造口袋、鼻饲管、导尿管、尿袋）可以外带并收费。",,,,
H,250101013,浓缩血恶性组织细胞检查,,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250101014,血小板计数,,,项,,2.0 ,1.9 ,1.8 ,1.6 
H,250101014-1,血小板计数-手工法,,,项,,9.0 ,8.6 ,8.1 ,7.2 
H,250101015,血常规,含全血细胞计数。,,,,,,,
H,250101015-1,血常规-三分类,含全血细胞计数。,,次,,15.0 ,14.3 ,13.5 ,12.0 
H,250101015-2,血常规-五分类,含全血细胞计数。,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250101016,出血时间测定(BT),,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250101017,出血时间测定-测定器法,指测定器法。,,项,,30.0 ,28.5 ,27.0 ,24.0 
H,250101018,凝血时间测定(CT)-测定器法,指测定器法。,,项,,15.0 ,14.3 ,13.5 ,12.0 
H,250101019,红斑狼疮细胞检查(LEC),,,项,,9.0 ,8.6 ,8.1 ,7.2 
H,250101020,血浆渗量试验,,,项,,6.0 ,5.7 ,5.4 ,4.8 
H,250101021,有核红细胞计数,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250101022,异常血小板形态检查,,,项,,20.0 ,19.0 ,18.0 ,16.0 
,250102,1.2尿液一般检查,,,,,,,,
H,250102001,尿常规检查,指手工操作；含外观、酸碱度、蛋白定性、镜检。,,次,,3.5 ,3.3 ,3.2 ,2.8 
H,250102002,尿酸碱度测定,,,项,,0.6 ,0.6 ,0.5 ,0.5 
H,250102003,尿比重测定,,,项,,0.6 ,0.6 ,0.5 ,0.5 
H,250102004,尿渗透压检查,,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250102004-1/1,床边尿渗透压快速检测,,,次,,6.0 ,5.7 ,5.4 ,4.8 
H,250102004-2,血清渗透压检查,,,项,,6.0 ,5.7 ,5.4 ,4.8 
H,250102004-2/1,床边血清渗透压快速检测,,,次,,8.0 ,7.6 ,7.2 ,6.4 
H,250102005,尿蛋白定性,,,项,,0.6 ,0.6 ,0.5 ,0.5 
H,250102006,尿蛋白定量,,,项,,,,,
H,250102006-1,尿蛋白定量-手工比色法,,,项,,6.0 ,5.7 ,5.4 ,4.8 
H,250102006-2,尿蛋白定量-各种化学法,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250102006-3,尿蛋白定量-免疫比浊法,,,项,,18.0 ,17.1 ,16.2 ,14.4 
H,250102007,尿本-周氏蛋白定性检查,,,项,,,,,
H,250102007-1,尿本-周氏蛋白定性检查-热沉淀法,,,项,,6.0 ,5.7 ,5.4 ,4.8 
H,250102007-2,尿本-周氏蛋白定性检查-免疫电泳法,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250102008,尿肌红蛋白定性检查,,,项,,11.5 ,10.9 ,10.4 ,9.2 
H,250102009,尿血红蛋白定性检查,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102010,尿糖定性试验,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102011,尿糖定量测定,,,项,,6.0 ,5.7 ,5.4 ,4.8 
H,250102012,尿酮体定性试验,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102013,尿三胆检查,,,项,,3.5 ,3.3 ,3.2 ,2.8 
H,250102013-1,尿二胆检查,,,项,,3.5 ,3.3 ,3.2 ,2.8 
H,250102014,尿含铁血黄素定性试验,,,项,,4.5 ,4.3 ,4.1 ,3.6 
H,250102015,尿三氯化铁试验,,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250102016,尿乳糜定性检查,,,项,,4.5 ,4.3 ,4.1 ,3.6 
H,250102017,尿卟啉定性试验,,,项,,11.5 ,10.9 ,10.4 ,9.2 
H,250102018,尿黑色素测定,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102019,尿浓缩稀释试验,,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250102020,尿酚红排泄试验(PSP),,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250102021,尿妊娠试验,,,项,,,,,
H,250102021-1,尿妊娠试验-乳胶凝集法,,,项,,2.0 ,1.9 ,1.8 ,1.6 
H,250102021-2,尿妊娠试验-酶免法,,,项,,4.5 ,4.3 ,4.1 ,3.6 
H,250102021-3,尿妊娠试验-金标法,,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250102022,卵泡刺激素(LH)排卵预测,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250102023,尿沉渣镜检,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102024,尿沉渣定量,,,,,,,,
H,250102024-1,尿沉渣定量-手工法,,,项,,1.0 ,1.0 ,0.9 ,0.8 
H,250102024-2,尿沉渣定量-尿沉渣分析仪,,,次,,23.0 ,21.9 ,20.7 ,18.4 
H,250102025,尿液爱迪氏计数(Addis),,,项,,9.0 ,8.6 ,8.1 ,7.2 
H,250102026,尿三杯试验,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250102027,一小时尿沉渣计数,,,项,,23.0 ,21.9 ,20.7 ,18.4 
H,250102028,一小时尿细胞排泄率,,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250102029,尿沉渣白细胞分类,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250102030,尿十二小时E/C值测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250102031,尿中病毒感染细胞检查,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250102032,尿中包涵体检查,,,项,,2.0 ,1.9 ,1.8 ,1.6 
H,250102033,尿酸化功能测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250102034,尿红细胞位相,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250102035,尿液分析,指仪器法，8－11项 。,,次,,9.0 ,8.6 ,8.1 ,7.2 
H,250102036,24小时尿胱氨酸测定,,,项,,15.0 ,14.3 ,13.5 ,12.0 
H,250102037,尿卟啉定量测定,,,项,,35.0 ,33.3 ,31.5 ,28.0 
,250103,1.3 粪便检查,,,,,,,,
H,250103001,粪便常规,含外观、镜检。,,次,,2.0 ,1.9 ,1.8 ,1.6 
H,250103002,隐血试验,指粪便、呕吐物、痰液、分泌物、脑脊液、胸腹水等体液。,,项,每项检测计价一次。,,,,
H,250103002-1,隐血试验-化学法,,,项,,3.5 ,3.3 ,3.2 ,2.8 
H,250103002-2,隐血试验-免疫法,,,项,,17.0 ,16.2 ,15.3 ,13.6 
H,250103003,粪胆素检查,,,项,,3.5 ,3.3 ,3.2 ,2.8 
H,250103004,粪便乳糖不耐受测定,,,项,,3.5 ,3.3 ,3.2 ,2.8 
H,250103005,粪苏丹III染色检查,,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250103006,粪便脂肪定量,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250103007S,粪便乳铁蛋白检测,指对粪便进行乳铁蛋白检测。,,项,,48.0 ,45.6 ,43.2 ,38.4 
H,250103008S,钙卫蛋白检测,指用免疫学方法，对各种临床标本，进行钙卫蛋白检测。,,次,,130.0 ,124.0 ,117.0 ,104.0 
,250104,1.4 体液与分泌物检查,,,,,,,,
H,250104001,胸腹水常规检查,含外观、比重、粘蛋白定性、细胞计数、细胞分类。,,次,,24.0 ,22.8 ,21.6 ,19.2 
H,250104002,胸腹水特殊检查,,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250104002-1,胸腹水细胞学检查,,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250104002-2,胸腹水细胞染色体检查,,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250104002-3,胸腹水细胞AgNOR检查,,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250104003,脑脊液常规检查(CSF),含外观、蛋白定性、细胞总数和分类。,,次,,24.0 ,22.8 ,21.6 ,19.2 
H,250104004,精液常规检查,含外观、量、液化程度、精子存活率、活动力、计数和形态。,,次,,35.0 ,33.3 ,31.5 ,28.0 
H,250104004-1,精液常规检查-手工法,,,次,,20.0 ,19.0 ,18.0 ,16.0 
H,250104005,精液酸性磷酸酶测定,,,项,,11.5 ,10.9 ,10.4 ,9.2 
H,250104006,精液果糖测定,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250104007,精液α-葡萄糖苷酶测定,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250104008,精子运动轨迹分析,,,项,,8.5 ,8.1 ,7.7 ,6.8 
H,250104009,精子顶体完整率检查,,,项,,8.5 ,8.1 ,7.7 ,6.8 
H,250104010,精子受精能力测定,,,项,,8.5 ,8.1 ,7.7 ,6.8 
H,250104011,精子结合抗体测定,,,项,,11.5 ,10.9 ,10.4 ,9.2 
H,250104012,精子畸形率测定,,,项,,8.5 ,8.1 ,7.7 ,6.8 
H,250104012-1,精子畸形率测定加收(染色形态分析),,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250104013,前列腺液常规检查,含外观和镜检。,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250104014,阴道分泌物检查,含清洁度、滴虫、霉菌检查。,,次,,15.0 ,14.3 ,13.5 ,12.0 
H,250104015,羊水结晶检查,,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250104016,胃液常规检查,含酸碱度、基础胃酸分泌量、最大胃酸分泌量测定。,,次,,11.0 ,10.5 ,9.9 ,8.8 
H,250104016-1,胃液常规检查-五肽胃泌素法,含酸碱度、基础胃酸分泌量、最大胃酸分泌量测定。,,次,,23.0 ,21.9 ,20.7 ,18.4 
H,250104017,十二指肠引流液及胆汁检查,含一般性状和镜检。,,次,,18.0 ,17.1 ,16.2 ,14.4 
H,250104018,痰液常规检查,含一般性状检查、镜检和嗜酸性粒细胞检查。,,次,,15.0 ,14.3 ,13.5 ,12.0 
H,250104019,各种穿刺液常规检查,含一般性状检查和镜检。,,次,,17.0 ,16.2 ,15.3 ,13.6 
H,250104020,精子低渗肿胀试验,,,项,,55.0 ,52.3 ,49.5 ,44.0 
H,250104021,精子凝集试验,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250104022,精液卵磷脂测定,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250104023,精液渗透压测定,,,项,,10.0 ,9.5 ,9.0 ,8.0 
H,250104024,精子速度激光测定,,,项,,15.0 ,14.3 ,13.5 ,12.0 
H,250104025,精子爬高试验,,,项,,23.0 ,21.9 ,20.7 ,18.4 
H,250104026,精子顶体酶活性定量测定,,,项,,135.0 ,128.3 ,121.5 ,108.0 
H,250104027,精浆弹性硬蛋白酶定量测定,,,项,,105.0 ,99.8 ,94.5 ,84.0 
H,250104028,精浆(全精)乳酸脱氢酶X同工酶定量检测,,,项,,75.2 ,71.4 ,67.7 ,60.2 
H,250104029,精浆中性α-葡萄糖苷酶活性测定,,,项,,175.0 ,166.3 ,157.5 ,140.0 
H,250104030,精液白细胞过氧化物酶染色检查,,,项,,60.0 ,57.0 ,54.0 ,48.0 
H,250104031,精浆锌测定,,,项,,80.0 ,76.0 ,72.0 ,64.0 
H,250104032,精浆柠檬酸测定,,,项,,73.8 ,70.1 ,66.4 ,59.0 
H,250104033,精子膜表面抗体免疫珠试验,指IgG、IgA、IgM。,,项,每项检测计价一次。,75.0 ,71.3 ,67.5 ,60.0 
H,250104034,精子膜凝集素受体定量检测,,,项,,75.0 ,71.3 ,67.5 ,60.0 
H,250104035,抗精子抗体混合凝集试验,,,项,,75.0 ,71.3 ,67.5 ,60.0 
H,250104036S,关节滑液晶体分析,,,次,,35.0 ,33.3 ,31.5 ,28.0 
H,250104037S,精液生精细胞形态学检测,,,次,,65.0 ,61.8 ,58.5 ,52.0 
H,250104038S,精子染色人工计数形态学分析,指按WHO标准巴氏染色法或Diff-quik染色法，含精子正常染色比例、畸形精子指数，精子畸形指数。,,次,,80.0 ,76.0 ,72.0 ,64.0 
,2502,2.临床血液学检查,,特殊采血管,,,,,,
,250201,2.1 骨髓检查及常用染色技术,,,,,,,,
H,250201001,骨髓涂片细胞学检验,含骨髓增生程度判断、有核细胞分类计数、 细胞形态学检验、特殊细胞、寄生虫检查。,,次,,205.0 ,194.8 ,184.5 ,164.0 
H,250201002,骨髓有核细胞计数,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250201003,骨髓巨核细胞计数,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250201004,造血干细胞计数,,,,,,,,
H,250201004-1,造血干细胞计数-荧光显微镜法,,,项,,30.0 ,28.5 ,27.0 ,24.0 
H,250201004-2,造血干细胞计数-流式细胞仪法,,,项,,230.0 ,218.5 ,207.0 ,184.0 
H,250201005,骨髓造血祖细胞培养,,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250201005-1,骨髓造血祖细胞培养(粒-单系),,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250201005-2,骨髓造血祖细胞培养(红细胞系),,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250201006,白血病免疫分型,,,项,,,,,
H,250201006-1,白血病免疫分型-荧光显微镜法,,,项,,30.0 ,28.5 ,27.0 ,24.0 
H,250201006-2,白血病免疫分型-酶免法,,,项,,40.0 ,38.0 ,36.0 ,32.0 
H,250201006-3,白血病免疫分型-流式细胞仪法,,,项,,300.0 ,285.0 ,270.0 ,240.0 
H,250201007,骨髓特殊染色及酶组织化学染色检查,,,项,每种特殊染色计为一项。,30.0 ,28.5 ,27.0 ,24.0 
H,250201008,白血病抗原检测,,,每个抗原,,50.0 ,47.5 ,45.0 ,40.0 
H,250201009,白血病残留病灶检测,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250201010,粒细胞集落刺激因子测定,,,项,,95.0 ,90.3 ,85.5 ,76.0 
,250202,2.2 溶血检查,,,,,,,,
H,250202001,红细胞包涵体检查,,,项,,16.0 ,15.2 ,14.4 ,12.8 
H,250202002,血浆游离血红蛋白测定,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202003,血清结合珠蛋白测定(Hp),,,,,,,,
H,250202003-1,血清结合珠蛋白测定(Hp)-手工法,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202003-2,血清结合珠蛋白测定(Hp)-光度法或免疫法,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250202004,高铁血红素白蛋白过筛试验,,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250202005,红细胞自身溶血过筛试验,,,项,,30.0 ,28.5 ,27.0 ,24.0 
H,250202006,红细胞自身溶血及纠正试验,,,项,,17.0 ,16.2 ,15.3 ,13.6 
H,250202007,红细胞渗透脆性试验,,,项,,17.0 ,16.2 ,15.3 ,13.6 
H,250202008,红细胞孵育渗透脆性试验,,,项,,27.0 ,25.7 ,24.3 ,21.6 
H,250202009,热溶血试验,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250202010,冷溶血试验,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250202011,蔗糖溶血试验,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250202012,血清酸化溶血试验(Ham),,,项,,27.0 ,25.7 ,24.3 ,21.6 
H,250202013,酸化甘油溶血试验,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250202014,微量补体溶血敏感试验,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250202015,蛇毒因子溶血试验,,,项,,46.0 ,43.7 ,41.4 ,36.8 
H,250202016,高铁血红蛋白还原试验(MHB-RT),,,项,,7.0 ,6.7 ,6.3 ,5.6 
H,250202017,葡萄糖6-磷酸脱氢酶荧光斑点试验,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250202018,葡萄糖6-磷酸脱氢酶活性检测,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250202018-1,6-磷酸葡萄糖酸脱氢酶(6-PGDH)活性检测,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250202019,变性珠蛋白小体检测(Heinz小体),,,项,,2.0 ,1.9 ,1.8 ,1.6 
H,250202020,红细胞谷胱甘肽(GSH)含量及其稳定性检测,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202021,红细胞丙酮酸激酶测定(PK),,,项,,3.0 ,2.9 ,2.7 ,2.4 
H,250202022,还原型血红蛋白溶解度测定,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250202023,热盐水试验,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250202024,红细胞滚动试验,,,项,,2.0 ,1.9 ,1.8 ,1.6 
H,250202025,红细胞镰变试验,,,项,,8.0 ,7.6 ,7.2 ,6.4 
H,250202026,血红蛋白电泳,,,项,,11.0 ,10.5 ,9.9 ,8.8 
H,250202026-1,血红蛋白电泳-全自动仪器法,,,项,,43.4 ,41.2 ,39.1 ,34.7 
H,250202027,血红蛋白A2测定(HbA2),,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202028,抗碱血红蛋白测定(HbF),,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202029,胎儿血红蛋白(HbF)酸洗脱试验,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202030,血红蛋白H包涵体检测,,,项,,11.0 ,10.5 ,9.9 ,8.8 
H,250202031,不稳定血红蛋白测定,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202031-1,血红蛋白热不稳定试验,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202031-2,血红蛋白异丙醇试验,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202031-3,血红蛋白变性珠蛋白小体检测,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202032,血红蛋白C试验,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202033,血红蛋白S溶解度试验,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250202034,直接抗人球蛋白试验(Coombs'),指IgG、IgA、IgM、C3等不同球蛋白、补体成分。,,项,每项检测计价一次。,17.0 ,16.2 ,15.3 ,13.6 
H,250202035,间接抗人球蛋白试验,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250202036,红细胞电泳测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250202037,红细胞膜蛋白电泳测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250202038,肽链裂解试验,,,项,,12.0 ,11.4 ,10.8 ,9.6 
H,250202039,新生儿溶血症筛查,含父母和新生儿血型鉴定、直接抗人球蛋白试验、血型抗体特异性鉴定（吸收试验）、血型抗体特异性鉴定（放散试验）。,,,,,,,
H,250202039-1,ABO新生儿溶血病实验检查,,,套,,46.0 ,43.7 ,41.4 ,36.8 
H,250202039-2,Rh新生儿溶血病检查,,,次,,115.0 ,109.3 ,103.5 ,92.0 
H,250202040,红细胞九分图分析,,,项,,20.0 ,19.0 ,18.0 ,16.0 
H,250202041,红细胞游离原卟啉测定,,,项,,5.0 ,4.8 ,4.5 ,4.0 
H,250202042,磷酸葡萄糖异构酶(GPI)测定,,,项,,145.0 ,137.8 ,130.5 ,116.0 
H,250202043,磷酸葡萄糖变位酶(PGM)测定,,,项,,150.0 ,142.5 ,135.0 ,120.0 
H,250202044S,血液锌原卟啉测定,,,项,,35.0 ,33.3 ,31.5 ,28.0 
H,250203,2.3 凝血检查,,,,,,,,
H,250203001,血小板相关免疫球蛋白(PAIg)测定,,,项,,,,,
H,250203001-1,血小板相关免疫球蛋白(PAIg)测定-酶免法,,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250203001-1/1,血小板相关免疫球蛋白G(PAIgG)测定-酶免法,,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250203001-1/2,血小板相关免疫球蛋白A(PAIgA)测定-酶免法,,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250203001-1/3,血小板相关免疫球蛋白M(PAIgM)测定-酶免法,,,项,,57.0 ,54.2 ,51.3 ,45.6 
H,250203001-2,血小板相关免疫球蛋白(PAIg)测定-流式细胞仪法,,,项,,132.0 ,125.4 ,118.8 ,105.6 
H,250203001-2/1,血小板相关免疫球蛋白G(PAIgG)测定-流式细胞仪法,,,项,,132.0 ,125.4 ,118.8 ,105.6 
H,250203001-2/2,血小板相关免疫球蛋白A(PAIgA)测定-流式细胞仪法,,,项,,132.0 ,125.4 ,118.8 ,105.6 
H,250203001-2/3,血小板相关免疫球蛋白M(PAIgM)测定-流式细胞仪法,,,项,,132.0 ,125.4 ,118.8 ,105.6 
H,250203002,血小板相关补体C3测定(PAC3),,,项,,,,,
H,250203002-1,血小板相关补体C3测定(PAC3)-酶免法,,,项,,50.0 ,47.5 ,45.0 ,40.0 
H,250203002-2,血小板相关补体C3测定(PAC3)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203003,抗血小板膜糖蛋白自身抗体测定,,,项,,68.7 ,65.3 ,61.8 ,55.0 
H,250203003-1,抗血小板膜糖蛋白自身抗体测定(Ⅱb/Ⅲa),,,项,,70.0 ,66.5 ,63.0 ,56.0 
H,250203003-2,抗血小板膜糖蛋白自身抗体测定(Ⅰb/IX),,,项,,70.0 ,66.5 ,63.0 ,56.0 
H,250203004,血小板纤维蛋白原受体检测(FIBR)-流式细胞仪法,,,项,,70.0 ,66.5 ,63.0 ,56.0 
H,250203005,血小板膜α颗粒膜蛋白140测定（GMP-140),,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203005-1,血小板膜α颗粒膜蛋白140测定(GMP-140)-放免法或酶免法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203005-2,血小板膜α颗粒膜蛋白140测定(GMP-140)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203006,毛细血管脆性试验,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250203007,阿斯匹林耐量试验(ATT),,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250203008,血管性假性血友病因子(VWF)抗原测定,,,,,,,,
H,250203008-1,血管性假性血友病因子(VWF)抗原测定-ELISA法,,,次,,60.0 ,57.0 ,54.0 ,48.0 
H,250203008-2,血管性假性血友病因子(VWF)抗原测定-免疫比浊法,,,次,,80.0 ,76.0 ,72.0 ,64.0 
H,250203009,血浆内皮素测定(ET),,,,,,,,
H,250203009-1,血浆内皮素测定(ET)-各种免疫学方法,,,项,,35.0 ,33.3 ,31.5 ,28.0 
H,250203009-2,血浆内皮素测定(ET)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203010,血小板粘附功能测定(PAdT),,,项,,,,,
H,250203010-1,血小板粘附功能测定(PAdT)-酶免法,,,项,,35.0 ,33.3 ,31.5 ,28.0 
H,250203010-2,血小板粘附功能测定(PAdT)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203011,血小板聚集功能测定(PAgT),,,项,,,,,
H,250203011-1,血小板聚集功能测定(PAgT)-酶免、比浊法,,,项,,80.0 ,76.0 ,72.0 ,64.0 
H,250203011-2,血小板聚集功能测定(PAgT)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203012,瑞斯托霉素诱导血小板聚集测定,,,项,,80.0 ,76.0 ,72.0 ,64.0 
H,250203013,血小板第3因子有效性测定(PF3),,,项,,,,,
H,250203013-1,血小板第3因子有效性测定(PF3)-放免法或酶免法,,,项,,17.0 ,16.2 ,15.3 ,13.6 
H,250203013-2,血小板第3因子有效性测定(PF3)-流式细胞仪法,,,项,,100.0 ,95.0 ,90.0 ,80.0 
H,250203014,血小板第4因子测定(PF4),,,项,,17.0 ,16.2 ,15.3 ,13.6 
H,250203015,血小板寿命测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250203016,血小板钙流测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250203017,血浆β-血小板球蛋白测定,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250203018,血块收缩试验,,,项,,4.0 ,3.8 ,3.6 ,3.2 
H,250203019,血浆血栓烷B2测定(TXB2),,,项,,暂不定价,暂不定价,暂不定价,暂不定价
H,250203019-1,血浆血栓烷B2测定(TXB2)-放免法或酶免法,,,项,,暂不定价,暂不定价,暂不定价,暂不定价
